,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,opinion
963,7.9,0.16,0.3,1.5686159179138452,-3.2968373663379125,37.0,171.0,0.9967,3.47,0.44,2.1972245773362196,0
964,7.6,0.33,0.36,0.7419373447293773,-3.3813947543659757,26.0,172.0,0.9944,3.42,0.48,2.3513752571634776,0
965,7.8,0.3,0.29,2.8243506567983707,-2.9187712324178627,23.0,135.0,0.9998,3.16,0.38,2.1972245773362196,1
966,5.7,0.26,0.27,1.410986973710262,-1.6044503709230613,73.5,189.5,0.9942,3.27,0.38,2.2407096892759584,1
967,7.5,0.14,0.34,0.26236426446749106,-2.900422093749666,50.0,153.0,0.9945,3.29,0.8,2.2617630984737906,1
968,6.6,0.25,0.41,2.0014800002101243,-3.146555163288575,29.0,151.0,0.9946,3.15,0.6,2.322387720290225,1
969,8.2,0.23,0.49,-0.10536051565782628,-2.864704011147587,15.0,73.0,0.9928,3.07,0.38,2.341805806147327,1
970,6.0,0.24,0.32,1.840549633397487,-3.506557897319982,34.0,129.0,0.9946,3.52,0.41,2.341805806147327,0
971,6.1,0.45,0.27,-0.2231435513142097,-3.2441936328524905,13.0,82.0,0.9927,3.23,0.32,2.2512917986064953,0
972,7.4,0.23,0.43,0.3364722366212129,-3.123565645063876,22.0,113.0,0.9938,3.22,0.62,2.3608540011180215,1
973,7.2,0.2,0.38,0.0,-3.2968373663379125,21.0,74.0,0.9918,3.21,0.37,2.3978952727983707,0
974,7.7,0.25,0.43,1.5040773967762742,-2.7806208939370456,20.0,115.0,0.9966,3.38,0.5,2.2925347571405443,1
975,8.2,0.61,0.45,1.6863989535702288,-3.506557897319982,15.0,118.0,0.9954,3.14,0.34,2.2617630984737906,0
976,7.6,0.21,0.44,0.6418538861723947,-3.3242363405260273,10.0,119.0,0.9913,3.01,0.7,2.5494451709255714,1
977,7.4,0.22,0.33,0.6931471805599453,-3.101092789211817,31.0,101.0,0.9931,3.42,0.55,2.4336133554004498,0
978,7.2,0.26,0.26,2.5416019934645457,-3.3242363405260273,49.0,214.0,0.9986,3.41,0.5,2.302585092994046,1
979,6.4,0.25,0.41,2.151762203259462,-3.170085660698769,57.0,173.0,0.9965,3.0,0.44,2.2082744135228043,0
980,6.3,0.32,0.35,2.4069451083182885,-3.2441936328524905,29.0,198.0,0.9984,3.36,0.5,2.2407096892759584,1
981,6.8,0.25,0.29,0.6931471805599453,-3.170085660698769,19.0,189.0,0.9952,3.46,0.54,2.322387720290225,1
982,9.8,0.44,0.4,1.0296194171811581,-3.3242363405260273,35.0,167.0,0.9956,2.97,0.39,2.2192034840549946,0
983,7.2,0.2,0.25,1.5040773967762742,-3.123565645063876,31.0,109.0,0.9949,3.23,0.36,2.2407096892759584,0
984,7.5,0.42,0.45,2.2082744135228043,-3.540459448995663,20.0,125.0,0.996,3.12,0.36,2.312535423847214,1
985,6.4,0.26,0.3,0.7884573603642703,-3.6888794541139363,33.0,134.0,0.992,3.21,0.47,2.3608540011180215,1
986,7.9,0.46,0.32,1.410986973710262,-3.4112477175156566,40.0,138.0,0.9912,3.18,0.44,2.5494451709255714,1
987,6.5,0.41,0.64,2.468099531471619,-2.7333680090865,65.0,225.0,0.9978,3.12,0.51,2.186051276738094,0
988,7.5,0.32,0.37,0.1823215567939546,-3.036554268074246,22.0,184.0,0.9938,3.09,0.43,2.2300144001592104,0
989,6.6,0.21,0.38,0.7884573603642703,-3.649658740960655,40.0,104.0,0.9914,3.25,0.4,2.4069451083182885,1
990,7.1,0.21,0.3,0.3364722366212129,-3.2968373663379125,45.0,143.0,0.9932,3.13,0.33,2.2925347571405443,1
991,7.6,0.26,0.47,0.47000362924573563,-2.6882475738060303,5.0,55.0,0.9944,3.1,0.45,2.2617630984737906,0
992,6.9,0.25,0.26,1.6486586255873816,-3.7297014486341915,36.0,135.0,0.9948,3.16,0.72,2.3702437414678603,1
993,7.1,0.26,0.32,2.670694414558441,-2.6036901857779675,29.0,107.0,0.998,2.96,0.42,2.2192034840549946,1
994,7.3,0.22,0.4,2.691243082785829,-3.170085660698769,44.5,129.5,0.9998,3.36,0.41,2.2082744135228043,1
995,6.2,0.37,0.22,2.1162555148025524,-3.6888794541139363,36.0,216.0,0.9964,3.33,0.6,2.2617630984737906,1
996,7.9,0.22,0.45,2.653241964607215,-3.270169119255751,53.0,141.0,0.9992,3.03,0.46,2.2192034840549946,1
997,7.4,0.25,0.37,1.9315214116032138,-3.912023005428146,14.0,93.0,0.9939,3.0,0.48,2.3702437414678603,1
998,6.8,0.18,0.37,0.4054651081081644,-3.611918412977808,37.0,93.0,0.992,3.3,0.45,2.379546134130174,1
999,7.0,0.17,0.37,0.4054651081081644,-3.575550768806933,26.0,75.0,0.9922,3.3,0.46,2.379546134130174,1
1000,6.4,0.3,0.38,2.0541237336955462,-3.079113882493042,35.0,192.0,0.9955,3.1,0.37,2.1972245773362196,0
1001,5.0,0.33,0.16,0.4054651081081644,-3.0159349808715104,10.0,97.0,0.9917,3.48,0.44,2.3702437414678603,1
1002,8.9,0.33,0.32,0.4054651081081644,-3.0576076772720784,11.0,200.0,0.9954,3.19,0.46,2.2407096892759584,0
1003,7.0,0.26,0.46,2.744060638625243,-3.2968373663379125,61.0,171.0,0.9986,2.94,0.35,2.174751721484161,1
1004,6.3,0.21,0.4,0.5306282510621704,-3.473768074496991,48.0,134.0,0.9917,3.42,0.49,2.4423470353692043,1
1005,8.0,0.23,0.46,0.4054651081081644,-3.506557897319982,30.0,125.0,0.9907,3.23,0.47,2.5257286443082556,1
1006,9.2,0.28,0.41,0.0,-3.170085660698769,14.0,59.0,0.9922,2.96,0.25,2.3513752571634776,1
1007,7.3,0.27,0.39,1.9021075263969205,-2.7488721956224653,28.0,188.0,0.9958,3.29,0.3,2.272125885509337,0
1008,7.6,0.32,0.36,0.47000362924573563,-3.2188758248682006,32.0,155.0,0.993,3.23,0.52,2.424802725718295,1
1009,9.7,0.24,0.45,0.1823215567939546,-3.4112477175156566,11.0,59.0,0.9926,2.74,0.47,2.379546134130174,1
1010,8.0,0.28,0.42,1.9600947840472698,-3.101092789211817,41.0,169.0,0.9959,3.17,0.43,2.3608540011180215,0
1011,8.2,0.37,0.36,0.0,-3.3813947543659757,17.0,93.0,0.9906,3.04,0.32,2.4595888418037104,1
1012,8.0,0.61,0.38,2.4932054526026954,-1.2006450142332614,24.0,220.0,0.9993,2.94,0.48,2.2192034840549946,0
1013,7.2,0.26,0.44,1.9600947840472698,-3.611918412977808,25.0,126.0,0.993,3.02,0.34,2.4069451083182885,1
1014,6.4,0.23,0.33,0.13976194237515863,-3.123565645063876,15.5,217.5,0.992,3.33,0.44,2.3978952727983707,1
1015,5.9,0.4,0.32,1.791759469228055,-3.3813947543659757,50.0,127.0,0.992,3.51,0.58,2.5257286443082556,1
1016,7.6,0.28,0.39,0.1823215567939546,-3.270169119255751,21.0,115.0,0.994,3.16,0.67,2.302585092994046,1
1017,7.2,0.23,0.39,0.8329091229351039,-3.4112477175156566,29.0,102.0,0.9908,3.26,0.54,2.509599262378372,1
1018,6.8,0.32,0.37,1.2237754316221157,-3.7722610630529876,19.0,87.0,0.9902,3.14,0.53,2.5416019934645457,1
1019,6.9,0.18,0.38,1.8718021769015913,-3.2441936328524905,20.0,110.0,0.9943,3.1,0.42,2.3513752571634776,0
1020,9.4,0.26,0.53,0.1823215567939546,-3.0576076772720784,25.0,109.0,0.9921,3.23,0.28,2.5257286443082556,1
1021,8.3,0.33,0.42,0.13976194237515863,-3.4112477175156566,18.0,96.0,0.9911,3.2,0.32,2.517696472610991,0
1022,7.3,0.29,0.3,2.5649493574615367,-3.146555163288575,46.0,238.0,0.9986,3.06,0.41,2.163323025660538,1
1023,7.9,0.41,0.37,1.5040773967762742,-3.506557897319982,40.0,114.0,0.992,3.17,0.54,2.517696472610991,1
1024,7.9,0.44,0.37,1.766441661243765,-3.4112477175156566,27.0,93.0,0.992,3.16,0.54,2.533696813957432,1
1025,7.7,0.39,0.3,1.6486586255873816,-3.2968373663379125,29.0,131.0,0.9943,3.38,0.44,2.3978952727983707,1
1026,7.7,0.26,0.31,0.26236426446749106,-3.146555163288575,47.0,155.0,0.9937,3.42,0.5,2.312535423847214,1
1027,7.8,0.32,0.31,0.5306282510621704,-3.3242363405260273,46.0,195.0,0.993,3.03,0.48,2.3513752571634776,0
1028,7.3,0.24,0.39,1.2809338454620642,-3.7297014486341915,35.0,116.0,0.9928,3.17,0.51,2.388762789235098,0
1029,7.1,0.44,0.37,0.9932517730102834,-3.1941832122778293,35.0,128.0,0.9896,3.07,0.43,2.6026896854443837,1
1030,10.3,0.25,0.48,0.7884573603642703,-3.170085660698769,28.0,164.0,0.998,3.19,0.59,2.272125885509337,0
1031,7.9,0.14,0.28,0.5877866649021191,-3.1941832122778293,44.0,178.0,0.9954,3.45,0.43,2.2192034840549946,1
1032,7.4,0.18,0.42,0.7419373447293773,-3.3242363405260273,33.0,187.0,0.9938,3.4,0.41,2.3608540011180215,1
1033,8.1,0.43,0.42,1.8870696490323797,-3.4112477175156566,36.0,141.0,0.9918,2.98,0.39,2.5877640352277083,1
1034,6.4,0.26,0.22,1.62924053973028,-3.2968373663379125,23.0,131.0,0.9944,3.29,0.32,2.312535423847214,0
1035,8.0,0.66,0.72,2.865053949911875,-3.170085660698769,62.0,233.0,0.9999,2.92,0.68,2.2407096892759584,0
1036,8.0,0.2,0.4,1.6486586255873816,-2.900422093749666,41.0,167.0,0.9953,3.18,0.4,2.3608540011180215,1
1037,7.2,0.21,0.34,0.09531017980432493,-3.079113882493042,25.0,80.0,0.992,3.25,0.4,2.424802725718295,1
1038,7.2,0.18,0.31,0.09531017980432493,-3.101092789211817,20.0,73.0,0.9925,3.32,0.4,2.379546134130174,1
1039,8.4,0.57,0.44,2.3702437414678603,-2.9759296462578115,46.0,195.0,0.9981,3.15,0.51,2.341805806147327,0
1040,5.3,0.26,0.23,1.6389967146756448,-3.3813947543659757,48.0,160.0,0.9952,3.82,0.51,2.3513752571634776,1
1041,5.7,0.245,0.33,0.09531017980432493,-3.0159349808715104,28.0,150.0,0.9927,3.13,0.42,2.2300144001592104,0
1042,5.6,0.245,0.32,0.09531017980432493,-3.0576076772720784,24.0,152.0,0.9927,3.12,0.42,2.2300144001592104,1
1043,7.3,0.25,0.41,0.5877866649021191,-3.2968373663379125,52.0,165.0,0.9911,3.29,0.39,2.501435951739211,1
1044,7.0,0.16,0.73,0.0,-1.9805015938249322,58.0,150.0,0.9936,3.08,0.3,2.2192034840549946,0
1045,6.4,0.22,0.34,0.5877866649021191,-2.864704011147587,29.0,104.0,0.9959,3.81,0.57,2.33214389523559,1
1046,7.3,0.18,0.65,0.3364722366212129,-3.079113882493042,28.0,157.0,0.9946,3.33,0.62,2.2407096892759584,1
1047,6.4,0.17,0.27,1.9021075263969205,-3.3242363405260273,88.0,223.0,0.9948,3.28,0.35,2.322387720290225,1
1048,6.9,0.29,0.16,1.916922612182061,-3.3813947543659757,65.0,212.0,0.9955,3.08,0.39,2.1972245773362196,1
1049,6.2,0.21,0.38,1.916922612182061,-3.3242363405260273,64.0,245.0,0.9951,3.06,0.36,2.2300144001592104,1
1050,6.4,0.23,0.3,1.9600947840472698,-3.2968373663379125,63.0,236.0,0.9952,3.06,0.34,2.2192034840549946,1
1051,7.3,0.19,0.68,0.4054651081081644,-2.995732273553991,31.0,156.0,0.9946,3.32,0.64,2.2407096892759584,1
1052,9.6,0.29,0.46,0.371563556432483,-3.2441936328524905,77.5,223.0,0.9944,2.92,0.46,2.2512917986064953,1
1053,7.2,0.14,0.35,0.1823215567939546,-3.3242363405260273,15.0,73.0,0.9938,3.46,0.39,2.2925347571405443,0
1054,6.9,0.31,0.34,2.0014800002101243,-2.8302178350764176,36.0,174.0,0.9963,3.46,0.62,2.4069451083182885,1
1055,7.5,0.28,0.34,1.4350845252893227,-3.575550768806933,36.0,116.0,0.991,2.99,0.41,2.509599262378372,1
1056,8.0,0.22,0.42,2.681021528714291,-3.123565645063876,45.0,163.0,1.0003,3.21,0.69,2.151762203259462,1
1057,7.6,0.31,0.29,2.3513752571634776,-3.2188758248682006,21.0,145.0,0.9966,3.04,0.35,2.2407096892759584,0
1058,8.4,0.35,0.56,2.624668592163159,-3.036554268074246,55.0,190.0,0.9993,3.07,0.58,2.2407096892759584,1
1059,8.1,0.5,0.47,0.09531017980432493,-3.2968373663379125,23.0,126.0,0.9938,3.21,0.42,2.388762789235098,0
1060,7.0,0.39,0.31,1.667706820558076,-1.7778565640590636,32.0,162.0,0.9965,3.2,0.48,2.2407096892759584,0
1061,6.2,0.22,0.27,0.4054651081081644,-2.7488721956224653,20.0,132.0,0.9938,3.22,0.46,2.2192034840549946,1
1062,7.0,0.24,0.36,1.589235205116581,-2.488914671185539,10.0,133.0,0.9942,3.33,0.37,2.379546134130174,1
1063,6.6,0.27,0.3,0.6418538861723947,-3.6888794541139363,14.0,153.0,0.9928,3.29,0.62,2.3513752571634776,1
1064,7.8,0.16,0.41,0.5306282510621704,-3.649658740960655,29.0,140.0,0.991,3.02,0.78,2.5257286443082556,1
1065,7.7,0.27,0.34,0.5877866649021191,-3.575550768806933,26.0,168.0,0.9911,2.99,0.48,2.4932054526026954,1
1066,7.4,0.31,0.74,2.3702437414678603,-3.2441936328524905,51.0,147.0,0.9977,3.02,0.43,2.163323025660538,0
1067,8.0,0.45,0.36,2.174751721484161,-3.649658740960655,50.0,151.0,0.9927,3.07,0.25,2.5416019934645457,1
1068,6.6,0.16,0.29,0.5877866649021191,-2.995732273553991,40.0,147.0,0.9912,3.06,0.44,2.4336133554004498,1
1069,8.3,0.21,0.4,0.47000362924573563,-3.4420193761824103,35.0,110.0,0.9907,3.02,0.6,2.5572273113676265,1
1070,7.2,0.32,0.33,0.3364722366212129,-3.540459448995663,29.0,109.0,0.9902,3.15,0.51,2.5494451709255714,1
1071,6.6,0.16,0.3,0.47000362924573563,-3.3813947543659757,15.0,78.0,0.992,3.38,0.44,2.4159137783010487,1
1072,8.4,0.16,0.33,0.4054651081081644,-3.4112477175156566,16.0,98.0,0.994,3.14,0.42,2.272125885509337,1
1073,7.5,0.23,0.32,2.2192034840549946,-3.270169119255751,54.0,191.0,0.9966,3.04,0.56,2.272125885509337,1
1074,6.2,0.17,0.3,0.09531017980432493,-3.2968373663379125,14.0,79.0,0.993,3.5,0.54,2.33214389523559,1
1075,6.9,0.39,0.22,1.4586150226995167,-3.506557897319982,10.0,102.0,0.993,3.0,0.87,2.451005098112319,0
1076,6.9,0.41,0.22,1.4350845252893227,-3.473768074496991,10.0,102.0,0.993,3.0,0.86,2.451005098112319,0
1077,7.5,0.38,0.33,1.6094379124341003,-3.101092789211817,30.0,131.0,0.9942,3.32,0.44,2.388762789235098,1
1078,7.3,0.42,0.38,1.916922612182061,-3.101092789211817,29.0,122.0,0.9925,3.19,0.37,2.533696813957432,1
1079,7.3,0.34,0.39,1.6486586255873816,-3.2188758248682006,45.0,163.0,0.9925,3.3,0.47,2.517696472610991,1
1080,7.8,0.23,0.28,1.55814461804655,-3.170085660698769,45.0,166.0,0.9928,2.96,0.4,2.4423470353692043,0
1081,9.0,0.245,0.38,1.7749523509116738,-3.101092789211817,52.0,159.0,0.995,2.93,0.35,2.322387720290225,1
1082,6.9,0.2,0.4,2.0412203288596382,-3.4420193761824103,51.0,176.0,0.9939,3.22,0.27,2.4336133554004498,0
1083,7.4,0.19,0.42,1.8562979903656263,-2.703062659591171,39.0,212.0,0.9958,3.3,0.33,2.2617630984737906,1
1084,8.2,0.2,0.36,2.0918640616783932,-3.3524072174927233,60.0,163.0,0.9952,3.05,0.3,2.33214389523559,1
1085,8.0,0.59,0.71,2.8535925063928684,-3.270169119255751,61.0,228.0,1.0,2.95,0.75,2.2300144001592104,0
1086,7.9,0.14,0.45,0.5877866649021191,-2.995732273553991,17.0,114.0,0.9948,3.33,0.49,2.3702437414678603,1
1087,6.8,0.24,0.4,0.5877866649021191,-3.0576076772720784,34.0,105.0,0.99,3.13,0.49,2.5494451709255714,1
1088,9.7,0.14,0.59,0.4054651081081644,-3.0159349808715104,23.0,142.0,0.9958,2.98,0.62,2.2512917986064953,0
1089,9.2,0.15,0.68,0.47000362924573563,-3.079113882493042,22.0,130.0,0.9948,3.02,0.45,2.341805806147327,1
1090,9.4,0.17,0.55,0.47000362924573563,-3.0159349808715104,14.0,94.0,0.9949,3.02,0.61,2.33214389523559,1
1091,5.2,0.365,0.08,2.6026896854443837,-3.1941832122778293,37.0,142.0,0.997,3.46,0.39,2.2925347571405443,1
1092,6.3,0.23,0.22,1.3217558399823195,-3.2441936328524905,37.0,116.0,0.9927,3.23,0.5,2.3702437414678603,1
1093,9.6,0.25,0.54,0.26236426446749106,-3.2188758248682006,16.0,160.0,0.9938,2.94,0.43,2.3513752571634776,0
1094,9.2,0.32,0.42,0.26236426446749106,-3.079113882493042,14.0,186.0,0.9949,3.08,0.48,2.2617630984737906,0
1095,6.4,0.31,0.4,1.824549292051046,-3.2188758248682006,46.0,169.0,0.9953,3.15,0.46,2.2300144001592104,1
1096,8.1,0.2,0.36,2.272125885509337,-3.123565645063876,63.0,162.0,0.997,3.1,0.46,2.302585092994046,1
1097,7.9,0.255,0.26,0.6931471805599453,-3.649658740960655,40.0,190.0,0.9932,3.04,0.39,2.4159137783010487,1
1098,7.0,0.15,0.34,0.3364722366212129,-3.2441936328524905,21.0,177.0,0.9927,3.32,0.62,2.379546134130174,0
1099,6.4,0.15,0.31,0.09531017980432493,-3.123565645063876,25.0,96.0,0.9932,3.54,0.51,2.33214389523559,1
1100,6.4,0.25,0.53,1.8870696490323797,-3.270169119255751,59.0,234.0,0.9955,3.03,0.42,2.174751721484161,0
1101,7.6,0.19,0.42,0.4054651081081644,-3.123565645063876,6.0,114.0,0.9914,3.04,0.74,2.5494451709255714,1
1102,7.3,0.43,0.37,1.5260563034950492,-3.575550768806933,17.0,114.0,0.991,3.23,0.43,2.580216829592325,1
1103,5.1,0.31,0.3,-0.10536051565782628,-3.2968373663379125,28.0,152.0,0.992,3.54,0.56,2.312535423847214,1
1104,6.2,0.2,0.26,0.5306282510621704,-2.375155785828881,40.0,161.0,0.9924,3.44,0.66,2.3978952727983707,0
1105,6.9,0.16,0.35,0.26236426446749106,-3.146555163288575,21.0,182.0,0.9927,3.25,0.62,2.379546134130174,1
1106,7.7,0.32,0.48,0.8329091229351039,-3.2188758248682006,28.0,114.0,0.9911,3.2,0.52,2.5494451709255714,1
1107,6.5,0.22,0.72,1.916922612182061,-3.170085660698769,33.0,168.0,0.9958,3.12,0.36,2.2192034840549946,1
1108,6.8,0.26,0.33,0.4054651081081644,-3.0576076772720784,44.0,167.0,0.9928,3.12,0.44,2.3513752571634776,1
1109,5.2,0.37,0.33,0.1823215567939546,-3.575550768806933,13.0,81.0,0.9902,3.37,0.38,2.4595888418037104,1
1110,8.4,0.19,0.43,0.7419373447293773,-2.9565115604007097,20.0,104.0,0.994,2.85,0.46,2.2512917986064953,0
1111,8.3,0.21,0.41,0.7884573603642703,-2.995732273553991,24.0,108.0,0.994,2.85,0.45,2.2512917986064953,0
1112,6.8,0.15,0.32,2.174751721484161,-2.8473122684357177,24.0,110.0,0.9972,3.4,0.4,2.174751721484161,1
1113,7.9,0.16,0.64,2.833213344056216,-2.995732273553991,69.0,210.0,1.0004,3.15,0.51,2.2300144001592104,1
1114,7.8,0.21,0.39,0.5877866649021191,-3.3813947543659757,62.0,180.0,0.991,3.09,0.75,2.533696813957432,1
1115,9.0,0.24,0.5,0.1823215567939546,-3.036554268074246,26.0,107.0,0.9918,3.21,0.34,2.517696472610991,1
1116,5.7,0.21,0.24,0.8329091229351039,-3.0576076772720784,60.0,189.0,0.995,3.65,0.72,2.312535423847214,1
1117,7.8,0.29,0.36,1.9459101490553132,-3.170085660698769,38.0,161.0,0.9941,3.26,0.37,2.4159137783010487,1
1118,6.7,0.18,0.3,1.8562979903656263,-3.036554268074246,40.0,251.0,0.9956,3.29,0.52,2.302585092994046,0
1119,8.4,0.58,0.27,2.4973291697865574,-3.4112477175156566,37.0,116.0,0.9959,2.99,0.39,2.379546134130174,1
1120,7.2,0.16,0.32,-0.2231435513142097,-3.2188758248682006,50.0,121.0,0.9922,3.27,0.33,2.302585092994046,1
1121,7.6,0.54,0.23,0.6931471805599453,-3.540459448995663,13.0,151.0,0.9931,3.04,0.33,2.341805806147327,0
1122,6.6,0.25,0.31,2.517696472610991,-2.8302178350764176,52.0,181.0,0.9984,3.51,0.47,2.2823823856765264,1
1123,7.3,0.23,0.37,0.6418538861723947,-3.1941832122778293,51.0,165.0,0.9908,3.26,0.4,2.501435951739211,1
1124,7.3,0.39,0.37,0.09531017980432493,-3.146555163288575,36.0,113.0,0.991,3.39,0.48,2.5416019934645457,1
1125,7.0,0.46,0.39,1.824549292051046,-3.2441936328524905,46.0,163.0,0.9928,3.21,0.35,2.501435951739211,1
1126,8.2,0.35,0.4,1.840549633397487,-3.2441936328524905,35.0,162.0,0.9936,3.15,0.34,2.4765384001174837,1
1127,9.2,0.35,0.39,-0.10536051565782628,-3.170085660698769,15.0,61.0,0.9924,2.96,0.28,2.341805806147327,0
1128,8.0,0.57,0.39,1.3609765531356006,-3.3813947543659757,22.0,122.0,0.9917,3.29,0.67,2.5494451709255714,1
1129,6.5,0.37,0.33,1.3609765531356006,-3.611918412977808,40.0,130.0,0.9906,3.28,0.39,2.5416019934645457,1
1130,7.8,0.13,0.3,0.5877866649021191,-3.2188758248682006,43.0,179.0,0.9955,3.43,0.41,2.1972245773362196,0
1131,7.6,0.19,0.41,0.09531017980432493,-3.2188758248682006,38.0,143.0,0.9907,2.92,0.42,2.4336133554004498,0
1132,7.3,0.22,0.41,2.7343675094195836,-2.995732273553991,55.0,191.0,1.0,3.32,0.59,2.186051276738094,1
1133,6.3,0.29,0.4,1.8718021769015913,-3.2441936328524905,43.0,167.0,0.9953,3.15,0.44,2.2300144001592104,1
1134,6.8,0.35,0.32,0.8754687373538999,-3.036554268074246,35.0,103.0,0.9911,3.28,0.46,2.4849066497880004,1
1135,6.5,0.19,0.32,0.3364722366212129,-3.2188758248682006,31.0,132.0,0.9922,3.36,0.54,2.379546134130174,1
1136,6.2,0.12,0.26,1.7404661748405046,-3.123565645063876,56.0,158.0,0.9951,3.52,0.37,2.3513752571634776,1
1137,6.0,0.13,0.28,1.7404661748405046,-3.270169119255751,56.0,189.5,0.9948,3.59,0.43,2.3608540011180215,1
1138,6.4,0.25,0.33,0.3364722366212129,-3.2188758248682006,42.0,115.0,0.9906,3.19,0.48,2.424802725718295,1
1139,6.9,0.32,0.16,0.3364722366212129,-2.9759296462578115,15.0,96.0,0.994,3.22,0.38,2.2512917986064953,0
1140,6.7,0.13,0.28,0.1823215567939546,-3.079113882493042,35.0,140.0,0.9927,3.33,0.33,2.312535423847214,1
1141,7.0,0.14,0.41,-0.10536051565782628,-3.2968373663379125,22.0,95.0,0.9914,3.25,0.43,2.388762789235098,1
1142,7.6,0.27,0.24,1.33500106673234,-2.8473122684357177,19.0,115.0,0.9958,3.15,0.45,2.186051276738094,0
1143,7.4,0.64,0.47,2.649714624089247,-1.783791299578878,42.0,185.0,0.9984,2.9,0.49,2.2300144001592104,0
1144,7.6,0.28,0.39,0.6418538861723947,-2.9565115604007097,23.0,116.0,0.9941,3.25,0.4,2.341805806147327,1
1145,8.3,0.26,0.41,2.2192034840549946,-3.170085660698769,41.0,162.0,0.9944,3.1,0.38,2.4849066497880004,1
1146,10.7,0.22,0.56,2.1041341542702074,-3.123565645063876,37.0,181.0,0.998,2.87,0.68,2.2512917986064953,1
1147,6.9,0.23,0.34,0.9932517730102834,-3.4420193761824103,24.0,121.0,0.9902,3.14,0.38,2.517696472610991,1
1148,6.2,0.3,0.32,0.5306282510621704,-3.4420193761824103,30.0,130.0,0.9911,3.28,0.41,2.4159137783010487,1
1149,6.9,0.27,0.41,0.5306282510621704,-3.0576076772720784,6.0,134.0,0.9929,3.15,0.69,2.4336133554004498,1
1150,6.9,0.28,0.41,0.5306282510621704,-2.995732273553991,10.0,136.0,0.993,3.16,0.71,2.4336133554004498,1
1151,6.9,0.28,0.3,0.47000362924573563,-3.0576076772720784,46.0,132.0,0.9918,3.35,0.38,2.4069451083182885,1
1152,6.9,0.46,0.2,-0.10536051565782628,-2.9187712324178627,5.0,126.0,0.992,3.1,0.42,2.341805806147327,1
1153,6.9,0.38,0.32,2.1400661634962708,-3.123565645063876,36.0,152.0,0.9932,3.38,0.35,2.4849066497880004,1
1154,5.7,0.43,0.3,1.7404661748405046,-3.2441936328524905,24.0,98.0,0.992,3.54,0.61,2.509599262378372,1
1155,6.6,0.56,0.16,1.1314021114911006,-3.101092789211817,28.0,92.0,0.994,3.12,0.35,2.2082744135228043,1
1156,7.1,0.36,0.56,0.26236426446749106,-3.079113882493042,25.0,102.0,0.9923,3.24,0.33,2.3513752571634776,1
1157,6.8,0.23,0.4,0.47000362924573563,-3.0576076772720784,5.0,133.0,0.993,3.23,0.7,2.4336133554004498,1
1158,6.2,0.33,0.29,0.26236426446749106,-3.170085660698769,26.0,138.0,0.9956,3.77,0.64,2.2512917986064953,0
1159,5.6,0.49,0.13,1.5040773967762742,-3.2441936328524905,17.0,116.0,0.9907,3.42,0.9,2.617395832834079,1
1160,6.6,0.42,0.33,1.0296194171811581,-3.3813947543659757,15.0,85.0,0.99,3.28,0.51,2.5952547069568657,1
1161,7.3,0.18,0.29,0.1823215567939546,-3.123565645063876,12.0,143.0,0.9918,3.2,0.48,2.424802725718295,1
1162,8.1,0.19,0.4,-0.10536051565782628,-3.2968373663379125,73.0,180.0,0.9926,3.06,0.34,2.302585092994046,1
1163,5.9,0.19,0.26,2.0014800002101243,-3.3813947543659757,33.0,123.0,0.995,3.49,0.42,2.312535423847214,1
1164,6.2,0.16,0.47,0.3364722366212129,-3.540459448995663,23.0,81.0,0.99,3.26,0.42,2.501435951739211,1
1165,5.7,0.135,0.3,1.5260563034950492,-3.170085660698769,19.0,101.0,0.9946,3.31,0.42,2.2300144001592104,1
1166,6.9,0.19,0.33,0.47000362924573563,-3.2441936328524905,27.0,98.0,0.9898,3.09,0.46,2.509599262378372,1
1167,7.3,0.25,0.36,2.5726122302071057,-2.995732273553991,35.0,200.0,0.9986,3.04,0.46,2.186051276738094,1
1168,7.0,0.2,0.34,1.7404661748405046,-3.3524072174927233,32.0,83.0,0.9928,3.19,0.46,2.4423470353692043,1
1169,6.3,0.67,0.48,2.533696813957432,-2.9565115604007097,57.0,222.0,0.9979,3.17,0.52,2.2300144001592104,1
1170,7.4,0.4,0.29,1.6863989535702288,-3.123565645063876,31.0,122.0,0.994,3.3,0.5,2.4069451083182885,1
1171,7.1,0.26,0.31,0.7884573603642703,-3.123565645063876,29.0,128.0,0.9937,3.34,0.64,2.388762789235098,1
1172,9.0,0.31,0.48,1.8870696490323797,-3.146555163288575,11.0,73.0,0.9938,2.9,0.38,2.451005098112319,0
1173,6.3,0.39,0.24,1.9315214116032138,-2.6736487743848776,9.0,117.0,0.9942,3.15,0.35,2.322387720290225,0
1174,8.2,0.22,0.36,1.916922612182061,-3.3813947543659757,12.0,90.0,0.9944,3.01,0.38,2.3513752571634776,1
1175,7.1,0.19,0.28,1.2809338454620642,-3.4112477175156566,16.0,78.0,0.993,2.91,0.78,2.4336133554004498,1
1176,7.9,0.2,0.34,0.1823215567939546,-3.2188758248682006,29.0,118.0,0.9932,3.14,0.41,2.3608540011180215,1
1177,7.1,0.26,0.32,1.7749523509116738,-3.2968373663379125,39.0,97.0,0.9934,3.31,0.4,2.451005098112319,1
